ZCTA,year,month,nbhd_intls,metric,indicator,neighborhood_count,unit,Neighborhood,Neighborhood_pop,dates2,day,zip_pop,zip_pop_p,zip_count_est
02122,2022,10,SDOR,Case,New Cases,304,count,"Dorchester (02122, 02124)",60790,2022-10-01,1,24705,0.4063990787958546,124
02122,2022,9,SDOR,Case,New Cases,362,count,"Dorchester (02122, 02124)",60790,2022-09-01,1,24705,0.4063990787958546,148
02122,2022,3,SDOR,Case,Deaths,3,count,"Dorchester (02122, 02124)",60790,2022-03-01,1,24705,0.4063990787958546,2
02124,2020,5,SDOR,Case,New Cases,519,count,"Dorchester (02122, 02124)",60790,2020-05-01,1,57128,0.9397598289192302,488
02124,2020,1,SDOR,Case,Deaths,0,count,"Dorchester (02122, 02124)",60790,2020-01-01,1,57128,0.9397598289192302,0
02124,2020,4,SDOR,Case,Deaths,58,count,"Dorchester (02122, 02124)",60790,2020-04-01,1,57128,0.9397598289192302,55
02124,2020,7,SDOR,Case,New Cases,116,count,"Dorchester (02122, 02124)",60790,2020-07-01,1,57128,0.9397598289192302,110
02124,2020,8,SDOR,Case,New Cases,132,count,"Dorchester (02122, 02124)",60790,2020-08-01,1,57128,0.9397598289192302,125
02124,2020,10,SDOR,Case,Deaths,1,count,"Dorchester (02122, 02124)",60790,2020-10-01,1,57128,0.9397598289192302,1
02124,2020,2,SDOR,Case,New Cases,0,count,"Dorchester (02122, 02124)",60790,2020-02-01,1,57128,0.9397598289192302,0
02124,2020,11,SDOR,Case,Deaths,6,count,"Dorchester (02122, 02124)",60790,2020-11-01,1,57128,0.9397598289192302,6
02124,2020,12,SDOR,Case,New Cases,2008,count,"Dorchester (02122, 02124)",60790,2020-12-01,1,57128,0.9397598289192302,1888
02124,2020,4,SDOR,Case,New Cases,1271,count,"Dorchester (02122, 02124)",60790,2020-04-01,1,57128,0.9397598289192302,1195
02124,2020,12,SDOR,Case,Deaths,14,count,"Dorchester (02122, 02124)",60790,2020-12-01,1,57128,0.9397598289192302,14
02124,2020,10,SDOR,Case,New Cases,445,count,"Dorchester (02122, 02124)",60790,2020-10-01,1,57128,0.9397598289192302,419
02124,2020,5,SDOR,Case,Deaths,24,count,"Dorchester (02122, 02124)",60790,2020-05-01,1,57128,0.9397598289192302,23
02124,2020,1,SDOR,Case,New Cases,0,count,"Dorchester (02122, 02124)",60790,2020-01-01,1,57128,0.9397598289192302,0
02124,2020,3,SDOR,Case,Deaths,1,count,"Dorchester (02122, 02124)",60790,2020-03-01,1,57128,0.9397598289192302,1
02124,2020,6,SDOR,Case,Deaths,7,count,"Dorchester (02122, 02124)",60790,2020-06-01,1,57128,0.9397598289192302,7
02124,2020,8,SDOR,Case,Deaths,2,count,"Dorchester (02122, 02124)",60790,2020-08-01,1,57128,0.9397598289192302,2
02124,2020,11,SDOR,Case,New Cases,914,count,"Dorchester (02122, 02124)",60790,2020-11-01,1,57128,0.9397598289192302,859
02124,2020,9,SDOR,Case,Deaths,0,count,"Dorchester (02122, 02124)",60790,2020-09-01,1,57128,0.9397598289192302,0
02124,2020,6,SDOR,Case,New Cases,85,count,"Dorchester (02122, 02124)",60790,2020-06-01,1,57128,0.9397598289192302,80
02124,2020,3,SDOR,Case,New Cases,222,count,"Dorchester (02122, 02124)",60790,2020-03-01,1,57128,0.9397598289192302,209
02124,2020,9,SDOR,Case,New Cases,192,count,"Dorchester (02122, 02124)",60790,2020-09-01,1,57128,0.9397598289192302,181
02124,2020,7,SDOR,Case,Deaths,2,count,"Dorchester (02122, 02124)",60790,2020-07-01,1,57128,0.9397598289192302,2
02124,2020,2,SDOR,Case,Deaths,0,count,"Dorchester (02122, 02124)",60790,2020-02-01,1,57128,0.9397598289192302,0
02124,2021,5,SDOR,Case,Deaths,1,count,"Dorchester (02122, 02124)",60790,2021-05-01,1,56070,0.9223556506004277,1
02124,2021,11,SDOR,Case,New Cases,481,count,"Dorchester (02122, 02124)",60790,2021-11-01,1,56070,0.9223556506004277,444
02124,2021,4,SDOR,Case,Deaths,2,count,"Dorchester (02122, 02124)",60790,2021-04-01,1,56070,0.9223556506004277,2
02124,2021,8,SDOR,Case,New Cases,506,count,"Dorchester (02122, 02124)",60790,2021-08-01,1,56070,0.9223556506004277,467
02124,2021,3,SDOR,Case,New Cases,826,count,"Dorchester (02122, 02124)",60790,2021-03-01,1,56070,0.9223556506004277,762
02124,2021,6,SDOR,Case,Deaths,1,count,"Dorchester (02122, 02124)",60790,2021-06-01,1,56070,0.9223556506004277,1
02124,2021,5,SDOR,Case,New Cases,203,count,"Dorchester (02122, 02124)",60790,2021-05-01,1,56070,0.9223556506004277,188
02124,2021,3,SDOR,Case,Deaths,5,count,"Dorchester (02122, 02124)",60790,2021-03-01,1,56070,0.9223556506004277,5
02124,2021,8,SDOR,Case,Deaths,1,count,"Dorchester (02122, 02124)",60790,2021-08-01,1,56070,0.9223556506004277,1
02124,2021,1,SDOR,Case,Deaths,26,count,"Dorchester (02122, 02124)",60790,2021-01-01,1,56070,0.9223556506004277,24
02124,2021,2,SDOR,Case,New Cases,765,count,"Dorchester (02122, 02124)",60790,2021-02-01,1,56070,0.9223556506004277,706
02124,2021,9,SDOR,Case,Deaths,5,count,"Dorchester (02122, 02124)",60790,2021-09-01,1,56070,0.9223556506004277,5
02124,2021,6,SDOR,Case,New Cases,58,count,"Dorchester (02122, 02124)",60790,2021-06-01,1,56070,0.9223556506004277,54
02124,2021,11,SDOR,Case,Deaths,2,count,"Dorchester (02122, 02124)",60790,2021-11-01,1,56070,0.9223556506004277,2
02124,2021,12,SDOR,Case,New Cases,3241,count,"Dorchester (02122, 02124)",60790,2021-12-01,1,56070,0.9223556506004277,2990
02124,2021,4,SDOR,Case,New Cases,514,count,"Dorchester (02122, 02124)",60790,2021-04-01,1,56070,0.9223556506004277,475
02124,2021,1,SDOR,Case,New Cases,1709,count,"Dorchester (02122, 02124)",60790,2021-01-01,1,56070,0.9223556506004277,1577
02124,2021,10,SDOR,Case,New Cases,289,count,"Dorchester (02122, 02124)",60790,2021-10-01,1,56070,0.9223556506004277,267
02124,2021,10,SDOR,Case,Deaths,5,count,"Dorchester (02122, 02124)",60790,2021-10-01,1,56070,0.9223556506004277,5
02124,2021,2,SDOR,Case,Deaths,11,count,"Dorchester (02122, 02124)",60790,2021-02-01,1,56070,0.9223556506004277,11
02124,2021,12,SDOR,Case,Deaths,4,count,"Dorchester (02122, 02124)",60790,2021-12-01,1,56070,0.9223556506004277,4
02124,2021,7,SDOR,Case,Deaths,0,count,"Dorchester (02122, 02124)",60790,2021-07-01,1,56070,0.9223556506004277,0
02124,2021,7,SDOR,Case,New Cases,160,count,"Dorchester (02122, 02124)",60790,2021-07-01,1,56070,0.9223556506004277,148
02124,2021,9,SDOR,Case,New Cases,491,count,"Dorchester (02122, 02124)",60790,2021-09-01,1,56070,0.9223556506004277,453
02124,2022,7,SDOR,Case,Deaths,1,count,"Dorchester (02122, 02124)",60790,2022-07-01,1,55336,0.9102812962658332,1
02124,2022,2,SDOR,Case,New Cases,344,count,"Dorchester (02122, 02124)",60790,2022-02-01,1,55336,0.9102812962658332,314
02124,2022,5,SDOR,Case,Deaths,2,count,"Dorchester (02122, 02124)",60790,2022-05-01,1,55336,0.9102812962658332,2
02124,2022,8,SDOR,Case,Deaths,3,count,"Dorchester (02122, 02124)",60790,2022-08-01,1,55336,0.9102812962658332,3
02124,2022,2,SDOR,Case,Deaths,13,count,"Dorchester (02122, 02124)",60790,2022-02-01,1,55336,0.9102812962658332,12
02124,2022,5,SDOR,Case,New Cases,921,count,"Dorchester (02122, 02124)",60790,2022-05-01,1,55336,0.9102812962658332,839
02124,2022,7,SDOR,Case,New Cases,542,count,"Dorchester (02122, 02124)",60790,2022-07-01,1,55336,0.9102812962658332,494
02124,2022,3,SDOR,Case,New Cases,155,count,"Dorchester (02122, 02124)",60790,2022-03-01,1,55336,0.9102812962658332,142
02124,2022,4,SDOR,Case,New Cases,498,count,"Dorchester (02122, 02124)",60790,2022-04-01,1,55336,0.9102812962658332,454
02124,2022,12,SDOR,Case,New Cases,449,count,"Dorchester (02122, 02124)",60790,2022-12-01,1,55336,0.9102812962658332,409
02124,2022,12,SDOR,Case,Deaths,1,count,"Dorchester (02122, 02124)",60790,2022-12-01,1,55336,0.9102812962658332,1
02124,2022,10,SDOR,Case,New Cases,304,count,"Dorchester (02122, 02124)",60790,2022-10-01,1,55336,0.9102812962658332,277
02124,2022,9,SDOR,Case,New Cases,362,count,"Dorchester (02122, 02124)",60790,2022-09-01,1,55336,0.9102812962658332,330
02124,2022,9,SDOR,Case,Deaths,3,count,"Dorchester (02122, 02124)",60790,2022-09-01,1,55336,0.9102812962658332,3
02124,2022,10,SDOR,Case,Deaths,0,count,"Dorchester (02122, 02124)",60790,2022-10-01,1,55336,0.9102812962658332,0
02124,2022,11,SDOR,Case,New Cases,249,count,"Dorchester (02122, 02124)",60790,2022-11-01,1,55336,0.9102812962658332,227
02124,2022,3,SDOR,Case,Deaths,3,count,"Dorchester (02122, 02124)",60790,2022-03-01,1,55336,0.9102812962658332,3
02124,2022,4,SDOR,Case,Deaths,1,count,"Dorchester (02122, 02124)",60790,2022-04-01,1,55336,0.9102812962658332,1
02124,2022,1,SDOR,Case,New Cases,5033,count,"Dorchester (02122, 02124)",60790,2022-01-01,1,55336,0.9102812962658332,4582
02124,2022,6,SDOR,Case,Deaths,0,count,"Dorchester (02122, 02124)",60790,2022-06-01,1,55336,0.9102812962658332,0
02124,2022,8,SDOR,Case,New Cases,404,count,"Dorchester (02122, 02124)",60790,2022-08-01,1,55336,0.9102812962658332,368
02124,2022,1,SDOR,Case,Deaths,17,count,"Dorchester (02122, 02124)",60790,2022-01-01,1,55336,0.9102812962658332,16
02124,2022,11,SDOR,Case,Deaths,3,count,"Dorchester (02122, 02124)",60790,2022-11-01,1,55336,0.9102812962658332,3
02124,2022,6,SDOR,Case,New Cases,516,count,"Dorchester (02122, 02124)",60790,2022-06-01,1,55336,0.9102812962658332,470
02125,2020,12,NDOR,Case,Deaths,9,count,"Dorchester (02121, 02125)",27540,2020-12-01,1,34725,1.2608932461873639,12
02125,2020,3,NDOR,Case,New Cases,164,count,"Dorchester (02121, 02125)",27540,2020-03-01,1,34725,1.2608932461873639,207
02125,2020,4,NDOR,Case,New Cases,1097,count,"Dorchester (02121, 02125)",27540,2020-04-01,1,34725,1.2608932461873639,1384
02125,2020,2,NDOR,Case,New Cases,0,count,"Dorchester (02121, 02125)",27540,2020-02-01,1,34725,1.2608932461873639,0
02125,2020,4,NDOR,Case,Deaths,23,count,"Dorchester (02121, 02125)",27540,2020-04-01,1,34725,1.2608932461873639,30
02125,2020,1,NDOR,Case,Deaths,0,count,"Dorchester (02121, 02125)",27540,2020-01-01,1,34725,1.2608932461873639,0
02125,2020,5,NDOR,Case,New Cases,433,count,"Dorchester (02121, 02125)",27540,2020-05-01,1,34725,1.2608932461873639,546
02125,2020,10,NDOR,Case,New Cases,478,count,"Dorchester (02121, 02125)",27540,2020-10-01,1,34725,1.2608932461873639,603
02125,2020,12,NDOR,Case,New Cases,1665,count,"Dorchester (02121, 02125)",27540,2020-12-01,1,34725,1.2608932461873639,2100
02125,2020,11,NDOR,Case,New Cases,854,count,"Dorchester (02121, 02125)",27540,2020-11-01,1,34725,1.2608932461873639,1077
02125,2020,2,NDOR,Case,Deaths,0,count,"Dorchester (02121, 02125)",27540,2020-02-01,1,34725,1.2608932461873639,0
02125,2020,10,NDOR,Case,Deaths,2,count,"Dorchester (02121, 02125)",27540,2020-10-01,1,34725,1.2608932461873639,3
02125,2020,8,NDOR,Case,New Cases,173,count,"Dorchester (02121, 02125)",27540,2020-08-01,1,34725,1.2608932461873639,219
02125,2020,11,NDOR,Case,Deaths,1,count,"Dorchester (02121, 02125)",27540,2020-11-01,1,34725,1.2608932461873639,2
02125,2020,9,NDOR,Case,New Cases,226,count,"Dorchester (02121, 02125)",27540,2020-09-01,1,34725,1.2608932461873639,285
02125,2020,8,NDOR,Case,Deaths,2,count,"Dorchester (02121, 02125)",27540,2020-08-01,1,34725,1.2608932461873639,3
02125,2020,1,NDOR,Case,New Cases,1,count,"Dorchester (02121, 02125)",27540,2020-01-01,1,34725,1.2608932461873639,2
02125,2020,9,NDOR,Case,Deaths,0,count,"Dorchester (02121, 02125)",27540,2020-09-01,1,34725,1.2608932461873639,0
02125,2020,6,NDOR,Case,New Cases,80,count,"Dorchester (02121, 02125)",27540,2020-06-01,1,34725,1.2608932461873639,101
02125,2020,7,NDOR,Case,New Cases,111,count,"Dorchester (02121, 02125)",27540,2020-07-01,1,34725,1.2608932461873639,140
02125,2020,7,NDOR,Case,Deaths,2,count,"Dorchester (02121, 02125)",27540,2020-07-01,1,34725,1.2608932461873639,3
02125,2020,6,NDOR,Case,Deaths,3,count,"Dorchester (02121, 02125)",27540,2020-06-01,1,34725,1.2608932461873639,4
02125,2020,3,NDOR,Case,Deaths,1,count,"Dorchester (02121, 02125)",27540,2020-03-01,1,34725,1.2608932461873639,2
02125,2020,5,NDOR,Case,Deaths,18,count,"Dorchester (02121, 02125)",27540,2020-05-01,1,34725,1.2608932461873639,23
02125,2021,1,NDOR,Case,New Cases,1380,count,"Dorchester (02121, 02125)",27540,2021-01-01,1,32614,1.184241103848947,1635
02125,2021,11,NDOR,Case,Deaths,1,count,"Dorchester (02121, 02125)",27540,2021-11-01,1,32614,1.184241103848947,2
02125,2021,5,NDOR,Case,New Cases,193,count,"Dorchester (02121, 02125)",27540,2021-05-01,1,32614,1.184241103848947,229
02125,2021,12,NDOR,Case,Deaths,6,count,"Dorchester (02121, 02125)",27540,2021-12-01,1,32614,1.184241103848947,8
02125,2021,9,NDOR,Case,New Cases,465,count,"Dorchester (02121, 02125)",27540,2021-09-01,1,32614,1.184241103848947,551
02125,2021,5,NDOR,Case,Deaths,1,count,"Dorchester (02121, 02125)",27540,2021-05-01,1,32614,1.184241103848947,2
02125,2021,9,NDOR,Case,Deaths,3,count,"Dorchester (02121, 02125)",27540,2021-09-01,1,32614,1.184241103848947,4
02125,2021,11,NDOR,Case,New Cases,477,count,"Dorchester (02121, 02125)",27540,2021-11-01,1,32614,1.184241103848947,565
02125,2021,6,NDOR,Case,New Cases,47,count,"Dorchester (02121, 02125)",27540,2021-06-01,1,32614,1.184241103848947,56
02125,2021,2,NDOR,Case,Deaths,5,count,"Dorchester (02121, 02125)",27540,2021-02-01,1,32614,1.184241103848947,6
02125,2021,10,NDOR,Case,New Cases,292,count,"Dorchester (02121, 02125)",27540,2021-10-01,1,32614,1.184241103848947,346
02125,2021,7,NDOR,Case,New Cases,161,count,"Dorchester (02121, 02125)",27540,2021-07-01,1,32614,1.184241103848947,191
02125,2021,12,NDOR,Case,New Cases,2807,count,"Dorchester (02121, 02125)",27540,2021-12-01,1,32614,1.184241103848947,3325
02125,2021,10,NDOR,Case,Deaths,3,count,"Dorchester (02121, 02125)",27540,2021-10-01,1,32614,1.184241103848947,4
02125,2021,4,NDOR,Case,New Cases,538,count,"Dorchester (02121, 02125)",27540,2021-04-01,1,32614,1.184241103848947,638
02125,2021,6,NDOR,Case,Deaths,4,count,"Dorchester (02121, 02125)",27540,2021-06-01,1,32614,1.184241103848947,5
02125,2021,8,NDOR,Case,New Cases,412,count,"Dorchester (02121, 02125)",27540,2021-08-01,1,32614,1.184241103848947,488
02125,2021,4,NDOR,Case,Deaths,2,count,"Dorchester (02121, 02125)",27540,2021-04-01,1,32614,1.184241103848947,3
02125,2021,7,NDOR,Case,Deaths,0,count,"Dorchester (02121, 02125)",27540,2021-07-01,1,32614,1.184241103848947,0
02125,2021,3,NDOR,Case,Deaths,4,count,"Dorchester (02121, 02125)",27540,2021-03-01,1,32614,1.184241103848947,5
02125,2021,8,NDOR,Case,Deaths,1,count,"Dorchester (02121, 02125)",27540,2021-08-01,1,32614,1.184241103848947,2
02125,2021,3,NDOR,Case,New Cases,745,count,"Dorchester (02121, 02125)",27540,2021-03-01,1,32614,1.184241103848947,883
02125,2021,2,NDOR,Case,New Cases,578,count,"Dorchester (02121, 02125)",27540,2021-02-01,1,32614,1.184241103848947,685
02125,2021,1,NDOR,Case,Deaths,9,count,"Dorchester (02121, 02125)",27540,2021-01-01,1,32614,1.184241103848947,11
02125,2022,11,NDOR,Case,New Cases,223,count,"Dorchester (02121, 02125)",27540,2022-11-01,1,31903,1.1584241103848947,259
02125,2022,1,NDOR,Case,Deaths,11,count,"Dorchester (02121, 02125)",27540,2022-01-01,1,31903,1.1584241103848947,13
02125,2022,4,NDOR,Case,New Cases,438,count,"Dorchester (02121, 02125)",27540,2022-04-01,1,31903,1.1584241103848947,508
02125,2022,12,NDOR,Case,Deaths,5,count,"Dorchester (02121, 02125)",27540,2022-12-01,1,31903,1.1584241103848947,6
02125,2022,10,NDOR,Case,New Cases,236,count,"Dorchester (02121, 02125)",27540,2022-10-01,1,31903,1.1584241103848947,274
02125,2022,10,NDOR,Case,Deaths,0,count,"Dorchester (02121, 02125)",27540,2022-10-01,1,31903,1.1584241103848947,0
02125,2022,4,NDOR,Case,Deaths,1,count,"Dorchester (02121, 02125)",27540,2022-04-01,1,31903,1.1584241103848947,2
02125,2022,7,NDOR,Case,New Cases,401,count,"Dorchester (02121, 02125)",27540,2022-07-01,1,31903,1.1584241103848947,465
02125,2022,6,NDOR,Case,New Cases,439,count,"Dorchester (02121, 02125)",27540,2022-06-01,1,31903,1.1584241103848947,509
02125,2022,5,NDOR,Case,Deaths,2,count,"Dorchester (02121, 02125)",27540,2022-05-01,1,31903,1.1584241103848947,3
02125,2022,8,NDOR,Case,New Cases,308,count,"Dorchester (02121, 02125)",27540,2022-08-01,1,31903,1.1584241103848947,357
02125,2022,2,NDOR,Case,Deaths,5,count,"Dorchester (02121, 02125)",27540,2022-02-01,1,31903,1.1584241103848947,6
02125,2022,9,NDOR,Case,New Cases,293,count,"Dorchester (02121, 02125)",27540,2022-09-01,1,31903,1.1584241103848947,340
02125,2022,8,NDOR,Case,Deaths,1,count,"Dorchester (02121, 02125)",27540,2022-08-01,1,31903,1.1584241103848947,2
02125,2022,3,NDOR,Case,New Cases,158,count,"Dorchester (02121, 02125)",27540,2022-03-01,1,31903,1.1584241103848947,184
02125,2022,7,NDOR,Case,Deaths,0,count,"Dorchester (02121, 02125)",27540,2022-07-01,1,31903,1.1584241103848947,0
02125,2022,9,NDOR,Case,Deaths,0,count,"Dorchester (02121, 02125)",27540,2022-09-01,1,31903,1.1584241103848947,0
02125,2022,2,NDOR,Case,New Cases,243,count,"Dorchester (02121, 02125)",27540,2022-02-01,1,31903,1.1584241103848947,282
02125,2022,5,NDOR,Case,New Cases,754,count,"Dorchester (02121, 02125)",27540,2022-05-01,1,31903,1.1584241103848947,874
02125,2022,12,NDOR,Case,New Cases,373,count,"Dorchester (02121, 02125)",27540,2022-12-01,1,31903,1.1584241103848947,433
02125,2022,1,NDOR,Case,New Cases,4549,count,"Dorchester (02121, 02125)",27540,2022-01-01,1,31903,1.1584241103848947,5270
02125,2022,6,NDOR,Case,Deaths,1,count,"Dorchester (02121, 02125)",27540,2022-06-01,1,31903,1.1584241103848947,2
02125,2022,3,NDOR,Case,Deaths,0,count,"Dorchester (02121, 02125)",27540,2022-03-01,1,31903,1.1584241103848947,0
02125,2022,11,NDOR,Case,Deaths,3,count,"Dorchester (02121, 02125)",27540,2022-11-01,1,31903,1.1584241103848947,4
02126,2020,12,MPN,Case,New Cases,450,count,Mattapan,34390,2020-12-01,1,29807,0.8667345158476302,391
02126,2020,7,MPN,Case,New Cases,48,count,Mattapan,34390,2020-07-01,1,29807,0.8667345158476302,42
02126,2020,6,MPN,Case,New Cases,26,count,Mattapan,34390,2020-06-01,1,29807,0.8667345158476302,23
02126,2020,5,MPN,Case,New Cases,162,count,Mattapan,34390,2020-05-01,1,29807,0.8667345158476302,141
02126,2020,11,MPN,Case,New Cases,211,count,Mattapan,34390,2020-11-01,1,29807,0.8667345158476302,183
02126,2020,5,MPN,Case,Deaths,12,count,Mattapan,34390,2020-05-01,1,29807,0.8667345158476302,11
02126,2020,9,MPN,Case,Deaths,0,count,Mattapan,34390,2020-09-01,1,29807,0.8667345158476302,0
02126,2020,4,MPN,Case,New Cases,505,count,Mattapan,34390,2020-04-01,1,29807,0.8667345158476302,438
02126,2020,8,MPN,Case,Deaths,0,count,Mattapan,34390,2020-08-01,1,29807,0.8667345158476302,0
02126,2020,4,MPN,Case,Deaths,22,count,Mattapan,34390,2020-04-01,1,29807,0.8667345158476302,20
02126,2020,1,MPN,Case,Deaths,0,count,Mattapan,34390,2020-01-01,1,29807,0.8667345158476302,0
02126,2020,11,MPN,Case,Deaths,5,count,Mattapan,34390,2020-11-01,1,29807,0.8667345158476302,5
02126,2020,6,MPN,Case,Deaths,2,count,Mattapan,34390,2020-06-01,1,29807,0.8667345158476302,2
02126,2020,2,MPN,Case,Deaths,0,count,Mattapan,34390,2020-02-01,1,29807,0.8667345158476302,0
02126,2020,10,MPN,Case,Deaths,0,count,Mattapan,34390,2020-10-01,1,29807,0.8667345158476302,0
02126,2020,1,MPN,Case,New Cases,0,count,Mattapan,34390,2020-01-01,1,29807,0.8667345158476302,0
02126,2020,12,MPN,Case,Deaths,4,count,Mattapan,34390,2020-12-01,1,29807,0.8667345158476302,4
02126,2020,7,MPN,Case,Deaths,0,count,Mattapan,34390,2020-07-01,1,29807,0.8667345158476302,0
02126,2020,9,MPN,Case,New Cases,48,count,Mattapan,34390,2020-09-01,1,29807,0.8667345158476302,42
02126,2020,3,MPN,Case,New Cases,82,count,Mattapan,34390,2020-03-01,1,29807,0.8667345158476302,72
02126,2020,8,MPN,Case,New Cases,48,count,Mattapan,34390,2020-08-01,1,29807,0.8667345158476302,42
02126,2020,3,MPN,Case,Deaths,0,count,Mattapan,34390,2020-03-01,1,29807,0.8667345158476302,0
02126,2020,10,MPN,Case,New Cases,115,count,Mattapan,34390,2020-10-01,1,29807,0.8667345158476302,100
02126,2020,2,MPN,Case,New Cases,0,count,Mattapan,34390,2020-02-01,1,29807,0.8667345158476302,0
02126,2021,9,MPN,Case,New Cases,161,count,Mattapan,34390,2021-09-01,1,25572,0.7435882523989532,120
02126,2021,4,MPN,Case,New Cases,193,count,Mattapan,34390,2021-04-01,1,25572,0.7435882523989532,144
02126,2021,3,MPN,Case,Deaths,3,count,Mattapan,34390,2021-03-01,1,25572,0.7435882523989532,3
02126,2021,7,MPN,Case,New Cases,34,count,Mattapan,34390,2021-07-01,1,25572,0.7435882523989532,26
02126,2021,11,MPN,Case,New Cases,160,count,Mattapan,34390,2021-11-01,1,25572,0.7435882523989532,119
02126,2021,10,MPN,Case,New Cases,105,count,Mattapan,34390,2021-10-01,1,25572,0.7435882523989532,79
02126,2021,6,MPN,Case,New Cases,33,count,Mattapan,34390,2021-06-01,1,25572,0.7435882523989532,25
02126,2021,5,MPN,Case,New Cases,99,count,Mattapan,34390,2021-05-01,1,25572,0.7435882523989532,74
02126,2021,1,MPN,Case,New Cases,489,count,Mattapan,34390,2021-01-01,1,25572,0.7435882523989532,364
02126,2021,4,MPN,Case,Deaths,1,count,Mattapan,34390,2021-04-01,1,25572,0.7435882523989532,1
02126,2021,6,MPN,Case,Deaths,1,count,Mattapan,34390,2021-06-01,1,25572,0.7435882523989532,1
02126,2021,2,MPN,Case,New Cases,205,count,Mattapan,34390,2021-02-01,1,25572,0.7435882523989532,153
02126,2021,12,MPN,Case,New Cases,1042,count,Mattapan,34390,2021-12-01,1,25572,0.7435882523989532,775
02126,2021,2,MPN,Case,Deaths,2,count,Mattapan,34390,2021-02-01,1,25572,0.7435882523989532,2
02126,2021,12,MPN,Case,Deaths,6,count,Mattapan,34390,2021-12-01,1,25572,0.7435882523989532,5
02126,2021,8,MPN,Case,New Cases,193,count,Mattapan,34390,2021-08-01,1,25572,0.7435882523989532,144
02126,2021,8,MPN,Case,Deaths,3,count,Mattapan,34390,2021-08-01,1,25572,0.7435882523989532,3
02126,2021,7,MPN,Case,Deaths,0,count,Mattapan,34390,2021-07-01,1,25572,0.7435882523989532,0
02126,2021,10,MPN,Case,Deaths,1,count,Mattapan,34390,2021-10-01,1,25572,0.7435882523989532,1
02126,2021,9,MPN,Case,Deaths,2,count,Mattapan,34390,2021-09-01,1,25572,0.7435882523989532,2
02126,2021,1,MPN,Case,Deaths,10,count,Mattapan,34390,2021-01-01,1,25572,0.7435882523989532,8
02126,2021,5,MPN,Case,Deaths,1,count,Mattapan,34390,2021-05-01,1,25572,0.7435882523989532,1
02126,2021,3,MPN,Case,New Cases,221,count,Mattapan,34390,2021-03-01,1,25572,0.7435882523989532,165
02126,2021,11,MPN,Case,Deaths,2,count,Mattapan,34390,2021-11-01,1,25572,0.7435882523989532,2
02126,2022,12,MPN,Case,Deaths,1,count,Mattapan,34390,2022-12-01,1,24994,0.7267810410002907,1
02126,2022,9,MPN,Case,New Cases,120,count,Mattapan,34390,2022-09-01,1,24994,0.7267810410002907,88
02126,2022,8,MPN,Case,New Cases,144,count,Mattapan,34390,2022-08-01,1,24994,0.7267810410002907,105
02126,2022,10,MPN,Case,Deaths,1,count,Mattapan,34390,2022-10-01,1,24994,0.7267810410002907,1
02126,2022,1,MPN,Case,New Cases,1811,count,Mattapan,34390,2022-01-01,1,24994,0.7267810410002907,1317
02126,2022,8,MPN,Case,Deaths,0,count,Mattapan,34390,2022-08-01,1,24994,0.7267810410002907,0
02126,2022,9,MPN,Case,Deaths,0,count,Mattapan,34390,2022-09-01,1,24994,0.7267810410002907,0
02126,2022,3,MPN,Case,New Cases,43,count,Mattapan,34390,2022-03-01,1,24994,0.7267810410002907,32
02126,2022,7,MPN,Case,New Cases,142,count,Mattapan,34390,2022-07-01,1,24994,0.7267810410002907,104
02126,2022,6,MPN,Case,Deaths,0,count,Mattapan,34390,2022-06-01,1,24994,0.7267810410002907,0
02126,2022,6,MPN,Case,New Cases,184,count,Mattapan,34390,2022-06-01,1,24994,0.7267810410002907,134
02126,2022,11,MPN,Case,New Cases,81,count,Mattapan,34390,2022-11-01,1,24994,0.7267810410002907,59
02126,2022,3,MPN,Case,Deaths,3,count,Mattapan,34390,2022-03-01,1,24994,0.7267810410002907,3
02126,2022,2,MPN,Case,Deaths,3,count,Mattapan,34390,2022-02-01,1,24994,0.7267810410002907,3
02126,2022,5,MPN,Case,Deaths,0,count,Mattapan,34390,2022-05-01,1,24994,0.7267810410002907,0
02126,2022,2,MPN,Case,New Cases,106,count,Mattapan,34390,2022-02-01,1,24994,0.7267810410002907,78
02126,2022,12,MPN,Case,New Cases,139,count,Mattapan,34390,2022-12-01,1,24994,0.7267810410002907,102
02126,2022,11,MPN,Case,Deaths,0,count,Mattapan,34390,2022-11-01,1,24994,0.7267810410002907,0
02126,2022,4,MPN,Case,Deaths,0,count,Mattapan,34390,2022-04-01,1,24994,0.7267810410002907,0
02126,2022,4,MPN,Case,New Cases,127,count,Mattapan,34390,2022-04-01,1,24994,0.7267810410002907,93
02126,2022,5,MPN,Case,New Cases,273,count,Mattapan,34390,2022-05-01,1,24994,0.7267810410002907,199
02126,2022,10,MPN,Case,New Cases,117,count,Mattapan,34390,2022-10-01,1,24994,0.7267810410002907,86
02126,2022,7,MPN,Case,Deaths,0,count,Mattapan,34390,2022-07-01,1,24994,0.7267810410002907,0
02126,2022,1,MPN,Case,Deaths,7,count,Mattapan,34390,2022-01-01,1,24994,0.7267810410002907,6
02127,2020,5,SB,Case,Deaths,10,count,South Boston,33690,2020-05-01,1,36941,1.0964974769961413,11
02127,2020,7,SB,Case,New Cases,75,count,South Boston,33690,2020-07-01,1,36941,1.0964974769961413,83
02127,2020,6,SB,Case,New Cases,34,count,South Boston,33690,2020-06-01,1,36941,1.0964974769961413,38
